measure,quantile,area,sex,age,geography,ethnic,value
ex,2.50%,12 West Coast region,Female,1-4 years,Regional council,Total,80.8
ex,2.50%,12 West Coast region,Female,5-9 years,Regional council,Total,76.88
ex,2.50%,12 West Coast region,Female,10-14 years,Regional council,Total,71.92
ex,2.50%,12 West Coast region,Female,15-19 years,Regional council,Total,66.97
ex,2.50%,12 West Coast region,Female,20-24 years,Regional council,Total,62.09
ex,2.50%,12 West Coast region,Female,25-29 years,Regional council,Total,57.23
ex,2.50%,12 West Coast region,Female,30-34 years,Regional council,Total,52.36
ex,2.50%,12 West Coast region,Female,35-39 years,Regional council,Total,47.51
ex,2.50%,12 West Coast region,Female,40-44 years,Regional council,Total,42.69
ex,2.50%,12 West Coast region,Female,45-49 years,Regional council,Total,37.93
ex,2.50%,12 West Coast region,Female,50-54 years,Regional council,Total,33.25
ex,2.50%,12 West Coast region,Female,55-59 years,Regional council,Total,28.73
ex,2.50%,12 West Coast region,Female,60-64 years,Regional council,Total,24.29
ex,2.50%,12 West Coast region,Female,65-69 years,Regional council,Total,20.03
ex,2.50%,12 West Coast region,Female,70-74 years,Regional council,Total,15.95
ex,2.50%,12 West Coast region,Female,75-79 years,Regional council,Total,12.1
ex,2.50%,12 West Coast region,Female,80-84 years,Regional council,Total,8.67
ex,2.50%,12 West Coast region,Female,85-89 years,Regional council,Total,5.95
ex,2.50%,12 West Coast region,Female,90 years,Regional council,Total,3.66
ex,2.50%,12 West Coast region,Male,0 years,Regional council,Total,77.77
ex,2.50%,12 West Coast region,Male,1-4 years,Regional council,Total,77.23
ex,2.50%,12 West Coast region,Male,5-9 years,Regional council,Total,73.32
ex,2.50%,12 West Coast region,Male,10-14 years,Regional council,Total,68.37
ex,2.50%,12 West Coast region,Male,15-19 years,Regional council,Total,63.44
ex,2.50%,12 West Coast region,Male,20-24 years,Regional council,Total,58.64
ex,2.50%,12 West Coast region,Male,25-29 years,Regional council,Total,53.92
ex,2.50%,12 West Coast region,Male,30-34 years,Regional council,Total,49.19
ex,2.50%,12 West Coast region,Male,35-39 years,Regional council,Total,44.47
ex,2.50%,12 West Coast region,Male,40-44 years,Regional council,Total,39.77
ex,2.50%,12 West Coast region,Male,45-49 years,Regional council,Total,35.13
ex,2.50%,12 West Coast region,Male,50-54 years,Regional council,Total,30.59
ex,2.50%,12 West Coast region,Male,55-59 years,Regional council,Total,26.23
ex,2.50%,12 West Coast region,Male,60-64 years,Regional council,Total,22.05
ex,2.50%,12 West Coast region,Male,65-69 years,Regional council,Total,18.01
ex,2.50%,12 West Coast region,Male,70-74 years,Regional council,Total,14.16
ex,2.50%,12 West Coast region,Male,75-79 years,Regional council,Total,10.67
ex,2.50%,12 West Coast region,Male,80-84 years,Regional council,Total,7.8
ex,2.50%,12 West Coast region,Male,85-89 years,Regional council,Total,5.29
ex,2.50%,12 West Coast region,Male,90 years,Regional council,Total,3.5
ex,50%,12 West Coast region,Female,0 years,Regional council,Total,82.11
ex,50%,12 West Coast region,Female,1-4 years,Regional council,Total,81.51
ex,50%,12 West Coast region,Female,5-9 years,Regional council,Total,77.58
ex,50%,12 West Coast region,Female,10-14 years,Regional council,Total,72.62
ex,50%,12 West Coast region,Female,15-19 years,Regional council,Total,67.67
ex,50%,12 West Coast region,Female,20-24 years,Regional council,Total,62.78
ex,50%,12 West Coast region,Female,25-29 years,Regional council,Total,57.91
ex,50%,12 West Coast region,Female,30-34 years,Regional council,Total,53.03
ex,50%,12 West Coast region,Female,35-39 years,Regional council,Total,48.17
ex,50%,12 West Coast region,Female,40-44 years,Regional council,Total,43.34
ex,50%,12 West Coast region,Female,45-49 years,Regional council,Total,38.57
ex,50%,12 West Coast region,Female,50-54 years,Regional council,Total,33.89
ex,50%,12 West Coast region,Female,55-59 years,Regional council,Total,29.35
ex,50%,12 West Coast region,Female,60-64 years,Regional council,Total,24.88
ex,50%,12 West Coast region,Female,65-69 years,Regional council,Total,20.61
ex,50%,12 West Coast region,Female,70-74 years,Regional council,Total,16.49
ex,50%,12 West Coast region,Female,75-79 years,Regional council,Total,12.63
ex,50%,12 West Coast region,Female,80-84 years,Regional council,Total,9.17
ex,50%,12 West Coast region,Female,85-89 years,Regional council,Total,6.43
ex,50%,12 West Coast region,Female,90 years,Regional council,Total,4.23
ex,50%,12 West Coast region,Male,0 years,Regional council,Total,78.56
ex,50%,12 West Coast region,Male,1-4 years,Regional council,Total,77.98
ex,50%,12 West Coast region,Male,5-9 years,Regional council,Total,74.06
ex,50%,12 West Coast region,Male,10-14 years,Regional council,Total,69.11
ex,50%,12 West Coast region,Male,15-19 years,Regional council,Total,64.17
ex,50%,12 West Coast region,Male,20-24 years,Regional council,Total,59.37
ex,50%,12 West Coast region,Male,25-29 years,Regional council,Total,54.65
ex,50%,12 West Coast region,Male,30-34 years,Regional council,Total,49.9
ex,50%,12 West Coast region,Male,35-39 years,Regional council,Total,45.16
ex,50%,12 West Coast region,Male,40-44 years,Regional council,Total,40.44
ex,50%,12 West Coast region,Male,45-49 years,Regional council,Total,35.78
ex,50%,12 West Coast region,Male,50-54 years,Regional council,Total,31.22
ex,50%,12 West Coast region,Male,55-59 years,Regional council,Total,26.84
ex,50%,12 West Coast region,Male,60-64 years,Regional council,Total,22.63
ex,50%,12 West Coast region,Male,65-69 years,Regional council,Total,18.57
ex,50%,12 West Coast region,Male,70-74 years,Regional council,Total,14.7
ex,50%,12 West Coast region,Male,75-79 years,Regional council,Total,11.18
ex,50%,12 West Coast region,Male,80-84 years,Regional council,Total,8.3
ex,50%,12 West Coast region,Male,85-89 years,Regional council,Total,5.77
ex,50%,12 West Coast region,Male,90 years,Regional council,Total,4.08
ex,97.50%,12 West Coast region,Female,0 years,Regional council,Total,82.82
ex,97.50%,12 West Coast region,Female,1-4 years,Regional council,Total,82.2
ex,97.50%,12 West Coast region,Female,5-9 years,Regional council,Total,78.27
ex,97.50%,12 West Coast region,Female,10-14 years,Regional council,Total,73.31
ex,97.50%,12 West Coast region,Female,15-19 years,Regional council,Total,68.35
ex,97.50%,12 West Coast region,Female,20-24 years,Regional council,Total,63.45
ex,97.50%,12 West Coast region,Female,25-29 years,Regional council,Total,58.59
ex,97.50%,12 West Coast region,Female,30-34 years,Regional council,Total,53.7
ex,97.50%,12 West Coast region,Female,35-39 years,Regional council,Total,48.83
ex,97.50%,12 West Coast region,Female,40-44 years,Regional council,Total,43.99
ex,97.50%,12 West Coast region,Female,45-49 years,Regional council,Total,39.22
ex,97.50%,12 West Coast region,Female,50-54 years,Regional council,Total,34.52
ex,97.50%,12 West Coast region,Female,55-59 years,Regional council,Total,29.95
ex,97.50%,12 West Coast region,Female,60-64 years,Regional council,Total,25.48
ex,97.50%,12 West Coast region,Female,65-69 years,Regional council,Total,21.18
ex,97.50%,12 West Coast region,Female,70-74 years,Regional council,Total,17.05
ex,97.50%,12 West Coast region,Female,75-79 years,Regional council,Total,13.18
ex,97.50%,12 West Coast region,Female,80-84 years,Regional council,Total,9.69
ex,97.50%,12 West Coast region,Female,85-89 years,Regional council,Total,6.94
ex,97.50%,12 West Coast region,Female,90 years,Regional council,Total,4.89
ex,97.50%,12 West Coast region,Male,0 years,Regional council,Total,79.35
ex,97.50%,12 West Coast region,Male,1-4 years,Regional council,Total,78.74
ex,97.50%,12 West Coast region,Male,5-9 years,Regional council,Total,74.82
ex,97.50%,12 West Coast region,Male,10-14 years,Regional council,Total,69.87
ex,97.50%,12 West Coast region,Male,15-19 years,Regional council,Total,64.93
ex,97.50%,12 West Coast region,Male,20-24 years,Regional council,Total,60.11
ex,97.50%,12 West Coast region,Male,25-29 years,Regional council,Total,55.36
ex,97.50%,12 West Coast region,Male,30-34 years,Regional council,Total,50.6
ex,97.50%,12 West Coast region,Male,35-39 years,Regional council,Total,45.84
ex,97.50%,12 West Coast region,Male,40-44 years,Regional council,Total,41.13
ex,97.50%,12 West Coast region,Male,45-49 years,Regional council,Total,36.45
ex,97.50%,12 West Coast region,Male,50-54 years,Regional council,Total,31.87
ex,97.50%,12 West Coast region,Male,55-59 years,Regional council,Total,27.47
ex,97.50%,12 West Coast region,Male,60-64 years,Regional council,Total,23.23
ex,97.50%,12 West Coast region,Male,65-69 years,Regional council,Total,19.16
ex,97.50%,12 West Coast region,Male,70-74 years,Regional council,Total,15.24
ex,97.50%,12 West Coast region,Male,75-79 years,Regional council,Total,11.72
ex,97.50%,12 West Coast region,Male,80-84 years,Regional council,Total,8.82
ex,97.50%,12 West Coast region,Male,85-89 years,Regional council,Total,6.32
ex,97.50%,12 West Coast region,Male,90 years,Regional council,Total,4.83
ex,2.50%,13 Canterbury region,Female,0 years,Regional council,Total,83.59
ex,2.50%,13 Canterbury region,Female,1-4 years,Regional council,Total,82.95
ex,2.50%,13 Canterbury region,Female,5-9 years,Regional council,Total,79.02
ex,2.50%,13 Canterbury region,Female,10-14 years,Regional council,Total,74.05
ex,2.50%,13 Canterbury region,Female,15-19 years,Regional council,Total,69.09
ex,2.50%,13 Canterbury region,Female,20-24 years,Regional council,Total,64.19
ex,2.50%,13 Canterbury region,Female,25-29 years,Regional council,Total,59.31
ex,2.50%,13 Canterbury region,Female,30-34 years,Regional council,Total,54.41
ex,2.50%,13 Canterbury region,Female,35-39 years,Regional council,Total,49.54
ex,2.50%,13 Canterbury region,Female,40-44 years,Regional council,Total,44.7
ex,2.50%,13 Canterbury region,Female,45-49 years,Regional council,Total,39.89
ex,2.50%,13 Canterbury region,Female,50-54 years,Regional council,Total,35.16
ex,2.50%,13 Canterbury region,Female,55-59 years,Regional council,Total,30.53
ex,2.50%,13 Canterbury region,Female,60-64 years,Regional council,Total,25.99
ex,2.50%,13 Canterbury region,Female,65-69 years,Regional council,Total,21.59
ex,2.50%,13 Canterbury region,Female,70-74 years,Regional council,Total,17.35
ex,2.50%,13 Canterbury region,Female,75-79 years,Regional council,Total,13.36
ex,2.50%,13 Canterbury region,Female,80-84 years,Regional council,Total,9.83
ex,2.50%,13 Canterbury region,Female,85-89 years,Regional council,Total,6.88
ex,2.50%,13 Canterbury region,Female,90 years,Regional council,Total,4.68
ex,2.50%,13 Canterbury region,Male,0 years,Regional council,Total,79.87
ex,2.50%,13 Canterbury region,Male,1-4 years,Regional council,Total,79.23
ex,2.50%,13 Canterbury region,Male,5-9 years,Regional council,Total,75.29
ex,2.50%,13 Canterbury region,Male,10-14 years,Regional council,Total,70.34
ex,2.50%,13 Canterbury region,Male,15-19 years,Regional council,Total,65.39
ex,2.50%,13 Canterbury region,Male,20-24 years,Regional council,Total,60.56
ex,2.50%,13 Canterbury region,Male,25-29 years,Regional council,Total,55.81
ex,2.50%,13 Canterbury region,Male,30-34 years,Regional council,Total,51.04
ex,2.50%,13 Canterbury region,Male,35-39 years,Regional council,Total,46.26
ex,2.50%,13 Canterbury region,Male,40-44 years,Regional council,Total,41.51
ex,2.50%,13 Canterbury region,Male,45-49 years,Regional council,Total,36.81
ex,2.50%,13 Canterbury region,Male,50-54 years,Regional council,Total,32.18
ex,2.50%,13 Canterbury region,Male,55-59 years,Regional council,Total,27.65
ex,2.50%,13 Canterbury region,Male,60-64 years,Regional council,Total,23.33
ex,2.50%,13 Canterbury region,Male,65-69 years,Regional council,Total,19.18
ex,2.50%,13 Canterbury region,Male,70-74 years,Regional council,Total,15.19
ex,2.50%,13 Canterbury region,Male,75-79 years,Regional council,Total,11.63
ex,2.50%,13 Canterbury region,Male,80-84 years,Regional council,Total,8.47
ex,2.50%,13 Canterbury region,Male,85-89 years,Regional council,Total,5.81
ex,2.50%,13 Canterbury region,Male,90 years,Regional council,Total,4.01
ex,50%,13 Canterbury region,Female,0 years,Regional council,Total,83.82
ex,50%,13 Canterbury region,Female,1-4 years,Regional council,Total,83.17
ex,50%,13 Canterbury region,Female,5-9 years,Regional council,Total,79.24
ex,50%,13 Canterbury region,Female,10-14 years,Regional council,Total,74.27
ex,50%,13 Canterbury region,Female,15-19 years,Regional council,Total,69.31
ex,50%,13 Canterbury region,Female,20-24 years,Regional council,Total,64.41
ex,50%,13 Canterbury region,Female,25-29 years,Regional council,Total,59.52
ex,50%,13 Canterbury region,Female,30-34 years,Regional council,Total,54.62
ex,50%,13 Canterbury region,Female,35-39 years,Regional council,Total,49.75
ex,50%,13 Canterbury region,Female,40-44 years,Regional council,Total,44.9
ex,50%,13 Canterbury region,Female,45-49 years,Regional council,Total,40.09
ex,50%,13 Canterbury region,Female,50-54 years,Regional council,Total,35.35
ex,50%,13 Canterbury region,Female,55-59 years,Regional council,Total,30.72
ex,50%,13 Canterbury region,Female,60-64 years,Regional council,Total,26.17
ex,50%,13 Canterbury region,Female,65-69 years,Regional council,Total,21.77
ex,50%,13 Canterbury region,Female,70-74 years,Regional council,Total,17.52
ex,50%,13 Canterbury region,Female,75-79 years,Regional council,Total,13.53
ex,50%,13 Canterbury region,Female,80-84 years,Regional council,Total,10
ex,50%,13 Canterbury region,Female,85-89 years,Regional council,Total,7.05
ex,50%,13 Canterbury region,Female,90 years,Regional council,Total,4.88
ex,50%,13 Canterbury region,Male,0 years,Regional council,Total,80.14
ex,50%,13 Canterbury region,Male,1-4 years,Regional council,Total,79.47
ex,50%,13 Canterbury region,Male,5-9 years,Regional council,Total,75.54
ex,50%,13 Canterbury region,Male,10-14 years,Regional council,Total,70.58
ex,50%,13 Canterbury region,Male,15-19 years,Regional council,Total,65.64
ex,50%,13 Canterbury region,Male,20-24 years,Regional council,Total,60.8
ex,50%,13 Canterbury region,Male,25-29 years,Regional council,Total,56.04
ex,50%,13 Canterbury region,Male,30-34 years,Regional council,Total,51.26
ex,50%,13 Canterbury region,Male,35-39 years,Regional council,Total,46.49
ex,50%,13 Canterbury region,Male,40-44 years,Regional council,Total,41.73
ex,50%,13 Canterbury region,Male,45-49 years,Regional council,Total,37.03
ex,50%,13 Canterbury region,Male,50-54 years,Regional council,Total,32.39
ex,50%,13 Canterbury region,Male,55-59 years,Regional council,Total,27.86
ex,50%,13 Canterbury region,Male,60-64 years,Regional council,Total,23.54
ex,50%,13 Canterbury region,Male,65-69 years,Regional council,Total,19.38
ex,50%,13 Canterbury region,Male,70-74 years,Regional council,Total,15.39
ex,50%,13 Canterbury region,Male,75-79 years,Regional council,Total,11.81
ex,50%,13 Canterbury region,Male,80-84 years,Regional council,Total,8.65
ex,50%,13 Canterbury region,Male,85-89 years,Regional council,Total,6
ex,50%,13 Canterbury region,Male,90 years,Regional council,Total,4.25
ex,97.50%,13 Canterbury region,Female,0 years,Regional council,Total,84.05
ex,97.50%,13 Canterbury region,Female,1-4 years,Regional council,Total,83.41
ex,97.50%,13 Canterbury region,Female,5-9 years,Regional council,Total,79.47
ex,97.50%,13 Canterbury region,Female,10-14 years,Regional council,Total,74.5
ex,97.50%,13 Canterbury region,Female,15-19 years,Regional council,Total,69.54
ex,97.50%,13 Canterbury region,Female,20-24 years,Regional council,Total,64.64
ex,97.50%,13 Canterbury region,Female,25-29 years,Regional council,Total,59.74
ex,97.50%,13 Canterbury region,Female,30-34 years,Regional council,Total,54.85
ex,97.50%,13 Canterbury region,Female,35-39 years,Regional council,Total,49.97
ex,97.50%,13 Canterbury region,Female,40-44 years,Regional council,Total,45.12
ex,97.50%,13 Canterbury region,Female,45-49 years,Regional council,Total,40.31
ex,97.50%,13 Canterbury region,Female,50-54 years,Regional council,Total,35.57
ex,97.50%,13 Canterbury region,Female,55-59 years,Regional council,Total,30.93
ex,97.50%,13 Canterbury region,Female,60-64 years,Regional council,Total,26.37
ex,97.50%,13 Canterbury region,Female,65-69 years,Regional council,Total,21.97
ex,97.50%,13 Canterbury region,Female,70-74 years,Regional council,Total,17.71
ex,97.50%,13 Canterbury region,Female,75-79 years,Regional council,Total,13.72
ex,97.50%,13 Canterbury region,Female,80-84 years,Regional council,Total,10.18
ex,97.50%,13 Canterbury region,Female,85-89 years,Regional council,Total,7.24
ex,97.50%,13 Canterbury region,Female,90 years,Regional council,Total,5.1
ex,97.50%,13 Canterbury region,Male,0 years,Regional council,Total,80.38
ex,97.50%,13 Canterbury region,Male,1-4 years,Regional council,Total,79.71
ex,97.50%,13 Canterbury region,Male,5-9 years,Regional council,Total,75.78
ex,97.50%,13 Canterbury region,Male,10-14 years,Regional council,Total,70.82
ex,97.50%,13 Canterbury region,Male,15-19 years,Regional council,Total,65.88
ex,97.50%,13 Canterbury region,Male,20-24 years,Regional council,Total,61.03
ex,97.50%,13 Canterbury region,Male,25-29 years,Regional council,Total,56.27
